Filename                                                                             Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
rpc\core\src\model\filters.rs                                                            308                32    89.61%          23                 0   100.00%         139                 0   100.00%           0                 0         -
rpc\core\src\model\header.rs                                                             391               103    73.66%          18                 8    55.56%         229                41    82.10%           0                 0         -
rpc\core\src\model\hex_cnv.rs                                                            167                 0   100.00%          10                 0   100.00%          72                 0   100.00%           0                 0         -
rpc\core\src\model\mempool.rs                                                             66                14    78.79%           6                 1    83.33%          28                 3    89.29%           0                 0         -
rpc\core\src\model\merkle_proof.rs                                                       205                21    89.76%          13                 0   100.00%          93                 0   100.00%           0                 0         -
rpc\core\src\model\message.rs                                                           3583              1039    71.00%         311                76    75.56%        1673               288    82.79%           0                 0         -
rpc\core\src\model\optional\block.rs                                                      39                39     0.00%           2                 2     0.00%          14                14     0.00%           0                 0         -
rpc\core\src\model\optional\header.rs                                                    351               250    28.77%          10                 8    20.00%         153               105    31.37%           0                 0         -
rpc\core\src\model\optional\tx.rs                                                        686               357    47.96%          61                43    29.51%         295               155    47.46%           0                 0         -
rpc\core\src\model\peer.rs                                                                 2                 2     0.00%           2                 2     0.00%           2                 2     0.00%           0                 0         -
rpc\core\src\model\pruning_info.rs                                                       143                15    89.51%          12                 0   100.00%          78                 0   100.00%           0                 0         -
rpc\core\src\model\tx.rs                                                                 496               180    63.71%          35                17    51.43%         211                75    64.45%           0                 0         -
rpc\core\src\model\verbosity.rs                                                          737               737     0.00%          59                59     0.00%         359               359     0.00%           0                 0         -
rpc\core\src\wasm\convert.rs                                                              26                26     0.00%           3                 3     0.00%          11                11     0.00%           0                 0         -
rpc\grpc\client\src\client_pool.rs                                                        95                95     0.00%          11                11     0.00%          64                64     0.00%           0                 0         -
rpc\grpc\client\src\error.rs                                                              33                30     9.09%           8                 7    12.50%          30                27    10.00%           0                 0         -
rpc\grpc\client\src\lib.rs                                                               689               158    77.07%          63                 9    85.71%         445                83    81.35%           0                 0         -
rpc\grpc\client\src\resolver\id.rs                                                        59                29    50.85%           5                 1    80.00%          39                17    56.41%           0                 0         -
rpc\grpc\client\src\resolver\matcher.rs                                                   33                33     0.00%           2                 2     0.00%          23                23     0.00%           0                 0         -
rpc\grpc\client\src\resolver\queue.rs                                                    110               110     0.00%           6                 6     0.00%          65                65     0.00%           0                 0         -
rpc\grpc\client\src\route.rs                                                              20                 3    85.00%           2                 0   100.00%          20                 1    95.00%           0                 0         -
rpc\grpc\core\src\convert\block.rs                                                        22                12    45.45%          10                 5    50.00%          10                 5    50.00%           0                 0         -
rpc\grpc\core\src\convert\feerate_estimate.rs                                             12                 4    66.67%           5                 1    80.00%           5                 1    80.00%           0                 0         -
rpc\grpc\core\src\convert\header.rs                                                      259                 0   100.00%          11                 0   100.00%          99                 0   100.00%           0                 0         -
rpc\grpc\core\src\convert\mempool.rs                                                      12                12     0.00%           5                 5     0.00%           5                 5     0.00%           0                 0         -
rpc\grpc\core\src\convert\message.rs                                                     328               137    58.23%         106                54    49.06%         188                58    69.15%           0                 0         -
rpc\grpc\core\src\convert\notification.rs                                                 28                24    14.29%          12                10    16.67%          12                10    16.67%           0                 0         -
rpc\grpc\core\src\convert\optional\header.rs                                              69                69     0.00%          21                21     0.00%          36                36     0.00%           0                 0         -
rpc\grpc\core\src\convert\optional\tx.rs                                                  72                72     0.00%          36                36     0.00%          36                36     0.00%           0                 0         -
rpc\grpc\core\src\convert\sophisd.rs                                                     107                53    50.47%          25                11    56.00%          82                38    53.66%           0                 0         -
rpc\grpc\core\src\convert\tx.rs                                                           74                72     2.70%          31                30     3.23%          31                30     3.23%           0                 0         -
rpc\grpc\core\src\ext\sophisd.rs                                                          56                23    58.93%           8                 5    37.50%          60                20    66.67%           0                 0         -
rpc\grpc\core\src\macros.rs                                                               11                 0   100.00%           4                 0   100.00%          11                 0   100.00%           0                 0         -
rpc\grpc\core\src\ops.rs                                                                  14                11    21.43%           3                 2    33.33%          12                 9    25.00%           0                 0         -
rpc\grpc\server\src\adaptor.rs                                                            58                 1    98.28%           8                 0   100.00%          52                 0   100.00%           0                 0         -
rpc\grpc\server\src\connection.rs                                                        338                89    73.67%          32                 5    84.38%         221                55    75.11%           0                 0         -
rpc\grpc\server\src\connection_handler.rs                                                196                13    93.37%          20                 2    90.00%         114                 9    92.11%           0                 0         -
rpc\grpc\server\src\error.rs                                                              21                21     0.00%           3                 3     0.00%          15                15     0.00%           0                 0         -
rpc\grpc\server\src\manager.rs                                                           122                13    89.34%          14                 0   100.00%          78                 7    91.03%           0                 0         -
rpc\grpc\server\src\request_handler\factory.rs                                            76                10    86.84%           6                 2    66.67%          60                 6    90.00%           0                 0         -
rpc\grpc\server\src\request_handler\handler.rs                                            27                 1    96.30%           4                 0   100.00%          19                 0   100.00%           0                 0         -
rpc\grpc\server\src\request_handler\handler_trait.rs                                       7                 0   100.00%           2                 0   100.00%           6                 0   100.00%           0                 0         -
rpc\grpc\server\src\request_handler\interface.rs                                          80                29    63.75%          11                 5    54.55%          57                26    54.39%           0                 0         -
rpc\grpc\server\src\request_handler\method.rs                                             36                 0   100.00%           9                 0   100.00%          40                 0   100.00%           0                 0         -
rpc\grpc\server\src\service.rs                                                            60                 2    96.67%           8                 0   100.00%          60                 2    96.67%           0                 0         -
rpc\macros\src\grpc\server.rs                                                             92                 4    95.65%           3                 0   100.00%         102                 2    98.04%           0                 0         -
rpc\macros\src\handler.rs                                                                112                12    89.29%           4                 1    75.00%          51                 4    92.16%           0                 0         -
rpc\macros\src\lib.rs                                                                     21                 9    57.14%           7                 3    57.14%          14                 6    57.14%           0                 0         -
rpc\macros\src\wrpc\client.rs                                                             52                 4    92.31%           3                 0   100.00%          64                 4    93.75%           0                 0         -
rpc\macros\src\wrpc\server.rs                                                             73                 4    94.52%           3                 0   100.00%          45                 2    95.56%           0                 0         -
rpc\macros\src\wrpc\test.rs                                                               54                 5    90.74%           3                 0   100.00%          24                 2    91.67%           0                 0         -
rpc\macros\src\wrpc\wasm.rs                                                              336               336     0.00%          13                13     0.00%         157               157     0.00%           0                 0         -
rpc\service\src\converter\consensus.rs                                                   672               528    21.43%          45                33    26.67%         475               371    21.89%           0                 0         -
rpc\service\src\converter\feerate_estimate.rs                                             23                 0   100.00%           3                 0   100.00%          23                 0   100.00%           0                 0         -
rpc\service\src\converter\index.rs                                                        19                11    42.11%           4                 2    50.00%          14                 8    42.86%           0                 0         -
rpc\service\src\converter\protocol.rs                                                     40                29    27.50%           4                 2    50.00%          20                13    35.00%           0                 0         -
rpc\service\src\service.rs                                                               544               115    78.86%         105                19    81.90%         407                85    79.12%           0                 0         -
rpc\wrpc\client\src\client.rs                                                            581               581     0.00%          75                75     0.00%         364               364     0.00%           0                 0         -
rpc\wrpc\client\src\error.rs                                                              32                32     0.00%           8                 8     0.00%          26                26     0.00%           0                 0         -
rpc\wrpc\client\src\node.rs                                                               11                11     0.00%           3                 3     0.00%           9                 9     0.00%           0                 0         -
rpc\wrpc\client\src\parse.rs                                                             459                39    91.50%          34                 2    94.12%         249                19    92.37%           0                 0         -
rpc\wrpc\client\src\resolver.rs                                                          190               136    28.42%          27                22    18.52%         113                74    34.51%           0                 0         -
rpc\wrpc\proxy\src\error.rs                                                                3                 3     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
rpc\wrpc\proxy\src\main.rs                                                                94                94     0.00%           5                 5     0.00%          41                41     0.00%           0                 0         -
rpc\wrpc\server\src\address.rs                                                            93                27    70.97%           5                 2    60.00%          44                14    68.18%           0                 0         -
rpc\wrpc\server\src\connection.rs                                                        124               124     0.00%          24                24     0.00%          86                86     0.00%           0                 0         -
rpc\wrpc\server\src\error.rs                                                               3                 3     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
rpc\wrpc\server\src\router.rs                                                             48                31    35.42%           7                 6    14.29%          32                18    43.75%           0                 0         -
rpc\wrpc\server\src\server.rs                                                            212               141    33.49%          19                15    21.05%         128                83    35.16%           0                 0         -
rpc\wrpc\server\src\service.rs                                                           133                17    87.22%          18                 7    61.11%          93                13    86.02%           0                 0         -
simpa\src\blocks_json.rs                                                                  64                64     0.00%           4                 4     0.00%          23                23     0.00%           0                 0         -
simpa\src\main.rs                                                                        615               328    46.67%          28                12    57.14%         306               142    53.59%           0                 0         -
simpa\src\simulator\miner.rs                                                             273                12    95.60%          17                 0   100.00%         174                 5    97.13%           0                 0         -
simpa\src\simulator\network.rs                                                           131                38    70.99%           3                 0   100.00%          73                11    84.93%           0                 0         -
sophis-dnsseeder\src\crawler.rs                                                          104               104     0.00%           9                 9     0.00%          53                53     0.00%           0                 0         -
sophis-dnsseeder\src\dns.rs                                                              159               159     0.00%           4                 4     0.00%          81                81     0.00%           0                 0         -
sophis-dnsseeder\src\main.rs                                                              57                57     0.00%           3                 3     0.00%          33                33     0.00%           0                 0         -
sophis-explorer\src\api.rs                                                               111               111     0.00%          12                12     0.00%          46                46     0.00%           0                 0         -
sophis-explorer\src\main.rs                                                              151               151     0.00%          12                12     0.00%          71                71     0.00%           0                 0         -
sophis-explorer\src\rpc.rs                                                               283               283     0.00%          33                33     0.00%         167               167     0.00%           0                 0         -
sophisd\src\args.rs                                                                      589                37    93.72%          11                 3    72.73%         374                20    94.65%           0                 0         -
sophisd\src\daemon.rs                                                                    942               370    60.72%          26                11    57.69%         466               190    59.23%           0                 0         -
sophisd\src\main.rs                                                                       25                25     0.00%           1                 1     0.00%          21                21     0.00%           0                 0         -
svm\core\src\capability.rs                                                                27                27     0.00%           3                 3     0.00%          16                16     0.00%           0                 0         -
svm\core\src\deploy.rs                                                                    21                 2    90.48%           4                 2    50.00%          10                 2    80.00%           0                 0         -
svm\core\src\events.rs                                                                   289                21    92.73%          18                 1    94.44%         149                13    91.28%           0                 0         -
svm\core\src\gas.rs                                                                       18                11    38.89%           4                 2    50.00%          26                 6    76.92%           0                 0         -
svm\core\src\manifest.rs                                                                  10                 2    80.00%           4                 2    50.00%           8                 2    75.00%           0                 0         -
svm\core\src\mint_policy.rs                                                                6                 6     0.00%           3                 3     0.00%           5                 5     0.00%           0                 0         -
svm\core\src\store.rs                                                                      5                 5     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
svm\core\src\token.rs                                                                     26                 2    92.31%           5                 2    60.00%          14                 2    85.71%           0                 0         -
svm\core\src\upgrade_policy.rs                                                            63                59     6.35%           8                 7    12.50%          36                32    11.11%           0                 0         -
svm\core\src\utxo.rs                                                                      19                15    21.05%           8                 7    12.50%          16                13    18.75%           0                 0         -
svm\host\src\dilithium.rs                                                                 39                 2    94.87%           3                 0   100.00%          19                 2    89.47%           0                 0         -
svm\host\src\lib.rs                                                                       16                12    25.00%           4                 3    25.00%          12                 9    25.00%           0                 0         -
svm\host\src\sha3.rs                                                                      24                 0   100.00%           3                 0   100.00%          13                 0   100.00%           0                 0         -
svm\runtime\src\cache.rs                                                                  37                10    72.97%           5                 3    40.00%          20                 7    65.00%           0                 0         -
svm\runtime\src\config.rs                                                                  3                 0   100.00%           1                 0   100.00%           3                 0   100.00%           0                 0         -
svm\runtime\src\context.rs                                                                66                13    80.30%           7                 1    85.71%          91                24    73.63%           0                 0         -
svm\runtime\src\db_store.rs                                                               35                25    28.57%           4                 3    25.00%          16                12    25.00%           0                 0         -
svm\runtime\src\engine.rs                                                                 34                10    70.59%           5                 2    60.00%          18                 4    77.78%           0                 0         -
svm\runtime\src\executor.rs                                                               79                12    84.81%           5                 3    40.00%          31                 3    90.32%           0                 0         -
svm\runtime\src\host.rs                                                                  689               449    34.83%          41                33    19.51%         368               222    39.67%           0                 0         -
svm\runtime\src\store.rs                                                                  31                10    67.74%           5                 2    60.00%          16                 6    62.50%           0                 0         -
svm\runtime\src\validator.rs                                                             182                27    85.16%          25                 4    84.00%         195                11    94.36%           0                 0         -
svm\sdk-macros\src\lib.rs                                                                119                15    87.39%           7                 1    85.71%          87                 9    89.66%           0                 0         -
svm\sdk\src\env.rs                                                                        71                59    16.90%          10                 7    30.00%          53                42    20.75%           0                 0         -
svm\sdk\src\resource.rs                                                                   53                 2    96.23%           9                 0   100.00%          38                 2    94.74%           0                 0         -
svm\sdk\src\utxo.rs                                                                       58                 6    89.66%           9                 6    33.33%          40                 6    85.00%           0                 0         -
testing\integration\src\common\args.rs                                                    30                30     0.00%           7                 7     0.00%          37                37     0.00%           0                 0         -
testing\integration\src\common\client.rs                                                  71                71     0.00%          11                11     0.00%          38                38     0.00%           0                 0         -
testing\integration\src\common\client_notify.rs                                           10                 1    90.00%           2                 0   100.00%           7                 0   100.00%           0                 0         -
testing\integration\src\common\daemon.rs                                                 200                56    72.00%          26                10    61.54%         126                40    68.25%           0                 0         -
testing\integration\src\common\json.rs                                                    40                40     0.00%           4                 4     0.00%          14                14     0.00%           0                 0         -
testing\integration\src\common\listener.rs                                                43                43     0.00%           5                 5     0.00%          20                20     0.00%           0                 0         -
testing\integration\src\common\mod.rs                                                     45                29    35.56%           3                 1    66.67%          24                14    41.67%           0                 0         -
testing\integration\src\common\utils.rs                                                  283               283     0.00%          22                22     0.00%         135               135     0.00%           0                 0         -
testing\integration\src\tasks\block\group.rs                                              58                58     0.00%           4                 4     0.00%          28                28     0.00%           0                 0         -
testing\integration\src\tasks\block\miner.rs                                             127               127     0.00%          10                10     0.00%          86                86     0.00%           0                 0         -
testing\integration\src\tasks\block\submitter.rs                                          64                64     0.00%           8                 8     0.00%          41                41     0.00%           0                 0         -
testing\integration\src\tasks\block\template_receiver.rs                                  99                99     0.00%           6                 6     0.00%          51                51     0.00%           0                 0         -
testing\integration\src\tasks\daemon.rs                                                  161               161     0.00%          13                13     0.00%          98                98     0.00%           0                 0         -
testing\integration\src\tasks\memory_monitor.rs                                           83                83     0.00%           8                 8     0.00%          47                47     0.00%           0                 0         -
testing\integration\src\tasks\mod.rs                                                      80                80     0.00%          14                14     0.00%          55                55     0.00%           0                 0         -
testing\integration\src\tasks\notify\notification_drainer.rs                              34                34     0.00%           5                 5     0.00%          21                21     0.00%           0                 0         -
testing\integration\src\tasks\stat_recorder.rs                                            82                82     0.00%           6                 6     0.00%          39                39     0.00%           0                 0         -
testing\integration\src\tasks\stop.rs                                                     33                33     0.00%           4                 4     0.00%          24                24     0.00%           0                 0         -
testing\integration\src\tasks\subscription\address_subscriber.rs                         150               150     0.00%           5                 5     0.00%          89                89     0.00%           0                 0         -
testing\integration\src\tasks\subscription\basic_subscriber.rs                            77                77     0.00%           5                 5     0.00%          48                48     0.00%           0                 0         -
testing\integration\src\tasks\subscription\group.rs                                       64                64     0.00%           4                 4     0.00%          43                43     0.00%           0                 0         -
testing\integration\src\tasks\subscription\submitter.rs                                  177               177     0.00%          12                12     0.00%          89                89     0.00%           0                 0         -
testing\integration\src\tasks\tick.rs                                                     27                27     0.00%           5                 5     0.00%          20                20     0.00%           0                 0         -
testing\integration\src\tasks\tx\group.rs                                                 38                38     0.00%           4                 4     0.00%          21                21     0.00%           0                 0         -
testing\integration\src\tasks\tx\sender.rs                                               125               125     0.00%           6                 6     0.00%          89                89     0.00%           0                 0         -
testing\integration\src\tasks\tx\submitter.rs                                             90                90     0.00%          10                10     0.00%          54                54     0.00%           0                 0         -
testnet-faucet\src\main.rs                                                               802               802     0.00%          36                36     0.00%         638               638     0.00%           0                 0         -
tools\sophis-calculator\src\main.rs                                                       70                70     0.00%          11                11     0.00%          43                43     0.00%           0                 0         -
tools\sophis-da-stress\src\main.rs                                                       683               518    24.16%          34                25    26.47%         344               267    22.38%           0                 0         -
tools\sophis-dashboard\src\main.rs                                                      1056               579    45.17%          74                36    51.35%         578               340    41.18%           0                 0         -
utils\alloc\src\lib.rs                                                                     4                 0   100.00%           1                 0   100.00%           3                 0   100.00%           0                 0         -
utils\src\any.rs                                                                          24                 2    91.67%           2                 0   100.00%          16                 2    87.50%           0                 0         -
utils\src\arc.rs                                                                           7                 0   100.00%           2                 0   100.00%           4                 0   100.00%           0                 0         -
utils\src\as_slice.rs                                                                     45                45     0.00%          14                14     0.00%          42                42     0.00%           0                 0         -
utils\src\binary_heap.rs                                                                  28                18    35.71%           5                 2    60.00%          22                13    40.91%           0                 0         -
utils\src\channel.rs                                                                      86                53    38.37%          19                10    47.37%          63                39    38.10%           0                 0         -
utils\src\expiring_cache.rs                                                              144               115    20.14%          12                 9    25.00%          88                68    22.73%           0                 0         -
utils\src\fd_budget.rs                                                                    89                 4    95.51%           9                 1    88.89%          46                 4    91.30%           0                 0         -
utils\src\git.rs                                                                          39                 3    92.31%           7                 0   100.00%          24                 0   100.00%           0                 0         -
utils\src\hashmap.rs                                                                      28                12    57.14%           2                 1    50.00%          19                 7    63.16%           0                 0         -
utils\src\hex.rs                                                                         157                36    77.07%          10                 3    70.00%          76                24    68.42%           0                 0         -
utils\src\iter.rs                                                                         59                13    77.97%          12                 3    75.00%          42                 7    83.33%           0                 0         -
utils\src\mem_size.rs                                                                     34                10    70.59%           9                 3    66.67%          28                 9    67.86%           0                 0         -
utils\src\networking.rs                                                                  680                66    90.29%          52                13    75.00%         309                38    87.70%           0                 0         -
utils\src\refs.rs                                                                         34                21    38.24%           6                 3    50.00%          26                15    42.31%           0                 0         -
utils\src\serde_bytes\de.rs                                                               65                47    27.69%          10                 6    40.00%          47                32    31.91%           0                 0         -
utils\src\serde_bytes\mod.rs                                                               9                 0   100.00%           2                 0   100.00%          12                 0   100.00%           0                 0         -
utils\src\serde_bytes\ser.rs                                                              18                 4    77.78%           1                 0   100.00%           9                 1    88.89%           0                 0         -
utils\src\serde_bytes_fixed\de.rs                                                         67                52    22.39%           9                 7    22.22%          49                35    28.57%           0                 0         -
utils\src\serde_bytes_fixed\mod.rs                                                         9                 9     0.00%           2                 2     0.00%          12                12     0.00%           0                 0         -
utils\src\serde_bytes_fixed\ser.rs                                                        29                29     0.00%           1                 1     0.00%          12                12     0.00%           0                 0         -
utils\src\serde_bytes_fixed_ref\de.rs                                                     69                55    20.29%           9                 6    33.33%          49                36    26.53%           0                 0         -
utils\src\serde_bytes_fixed_ref\mod.rs                                                     9                 0   100.00%           2                 0   100.00%          12                 0   100.00%           0                 0         -
utils\src\serde_bytes_fixed_ref\ser.rs                                                    62                26    58.06%           2                 0   100.00%          26                 7    73.08%           0                 0         -
utils\src\serde_bytes_optional.rs                                                         46                 8    82.61%           9                 2    77.78%          44                 6    86.36%           0                 0         -
utils\src\sim.rs                                                                         136                15    88.97%          17                 2    88.24%          71                 9    87.32%           0                 0         -
utils\src\sync\rwlock.rs                                                                 207                13    93.72%          29                 5    82.76%         141                12    91.49%           0                 0         -
utils\src\sync\semaphore.rs                                                               74                 0   100.00%           7                 0   100.00%          44                 0   100.00%           0                 0         -
utils\src\sysinfo.rs                                                                     131                73    44.27%          14                10    28.57%          71                32    54.93%           0                 0         -
utils\src\triggers.rs                                                                     12                 0   100.00%           3                 0   100.00%          10                 0   100.00%           0                 0         -
utils\src\vec.rs                                                                          24                18    25.00%           3                 2    33.33%          15                10    33.33%           0                 0         -
utils\tower\src\middleware.rs                                                             38                 3    92.11%           5                 1    80.00%          24                 3    87.50%           0                 0         -
wallet\bip39\src\address_type.rs                                                          12                12     0.00%           2                 2     0.00%          10                10     0.00%           0                 0         -
wallet\bip39\src\attrs.rs                                                                  2                 2     0.00%           2                 2     0.00%           2                 2     0.00%           0                 0         -
wallet\bip39\src\child_number.rs                                                          61                21    65.57%          11                 6    45.45%          41                15    63.41%           0                 0         -
wallet\bip39\src\derivation_path.rs                                                      161                60    62.73%          20                13    35.00%          93                46    50.54%           0                 0         -
wallet\bip39\src\error.rs                                                                 29                29     0.00%           7                 7     0.00%          23                23     0.00%           0                 0         -
wallet\bip39\src\mnemonic\bits.rs                                                        100                 9    91.00%          14                 2    85.71%          79                 8    89.87%           0                 0         -
wallet\bip39\src\mnemonic\language.rs                                                     54                12    77.78%          11                 2    81.82%          36                10    72.22%           0                 0         -
wallet\bip39\src\mnemonic\phrase.rs                                                      245               110    55.10%          25                17    32.00%         173                63    63.58%           0                 0         -
wallet\bip39\src\mnemonic\seed.rs                                                         13                 6    53.85%           4                 2    50.00%          12                 6    50.00%           0                 0         -
wallet\descriptors\src\checksum.rs                                                       196                15    92.35%          14                 1    92.86%          92                 6    93.48%           0                 0         -
wallet\descriptors\src\display.rs                                                        191                 9    95.29%          11                 0   100.00%          94                 1    98.94%           0                 0         -
wallet\descriptors\src\fingerprint.rs                                                    100                 6    94.00%          11                 1    90.91%          53                 3    94.34%           0                 0         -
wallet\descriptors\src\parse.rs                                                          530                53    90.00%          30                 6    80.00%         241                27    88.80%           0                 0         -
wallet\descriptors\src\resolve.rs                                                        101                 3    97.03%           8                 1    87.50%          51                 1    98.04%           0                 0         -
wallet\descriptors\src\types.rs                                                            4                 0   100.00%           1                 0   100.00%           3                 0   100.00%           0                 0         -
wallet\filters\src\codec.rs                                                              166                 1    99.40%          11                 0   100.00%         101                 1    99.01%           0                 0         -
wallet\filters\src\filter.rs                                                             555                 6    98.92%          40                 0   100.00%         260                 3    98.85%           0                 0         -
wallet\pskt\src\bundle.rs                                                                664               282    57.53%          41                22    46.34%         354               159    55.08%           0                 0         -
wallet\pskt\src\convert.rs                                                               109               109     0.00%          12                12     0.00%          67                67     0.00%           0                 0         -
wallet\pskt\src\crypto.rs                                                                233                51    78.11%          26                 5    80.77%         121                22    81.82%           0                 0         -
wallet\pskt\src\error.rs                                                                   6                 6     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
wallet\pskt\src\global.rs                                                                 79                72     8.86%           2                 1    50.00%          47                32    31.91%           0                 0         -
wallet\pskt\src\input.rs                                                                  96                36    62.50%           3                 0   100.00%          58                20    65.52%           0                 0         -
wallet\pskt\src\output.rs                                                                 37                37     0.00%           1                 1     0.00%          18                18     0.00%           0                 0         -
wallet\pskt\src\pskt.rs                                                                  410               379     7.56%          56                48    14.29%         261               233    10.73%           0                 0         -
wallet\pskt\src\utils.rs                                                                  33                20    39.39%           4                 3    25.00%          15                 6    60.00%           0                 0         -
wallet\pskt\src\wasm\bundle.rs                                                           281               281     0.00%          19                19     0.00%         143               143     0.00%           0                 0         -
wallet\pskt\src\wasm\error.rs                                                             19                19     0.00%           6                 6     0.00%          18                18     0.00%           0                 0         -
wallet\pskt\src\wasm\pskt.rs                                                             457               457     0.00%          40                40     0.00%         224               224     0.00%           0                 0         -
wallet\pskt\src\wasm\utils.rs                                                             32                32     0.00%           6                 6     0.00%          24                24     0.00%           0                 0         -
wallet\spv\src\checkpoint.rs                                                              27                 0   100.00%           3                 0   100.00%          20                 0   100.00%           0                 0         -
wallet\spv\src\filter_chain.rs                                                           155                 3    98.06%          10                 0   100.00%          74                 0   100.00%           0                 0         -
wallet\spv\src\header_chain.rs                                                            85                 3    96.47%           8                 0   100.00%          46                 0   100.00%           0                 0         -
wallet\spv\src\scan.rs                                                                   171                 0   100.00%           9                 0   100.00%          66                 0   100.00%           0                 0         -
wallet\typed-data\src\digest.rs                                                          231                 8    96.54%           9                 1    88.89%          92                 3    96.74%           0                 0         -
wallet\typed-data\src\domain.rs                                                          202                 2    99.01%          14                 0   100.00%          91                 0   100.00%           0                 0         -
wallet\typed-data\src\encoder.rs                                                         777                69    91.12%          40                 7    82.50%         354                51    85.59%           0                 0         -
wallet\typed-data\src\types.rs                                                            77                 0   100.00%           5                 0   100.00%          47                 0   100.00%           0                 0         -
wasm\core\src\events.rs                                                                   65                65     0.00%           8                 8     0.00%          40                40     0.00%           0                 0         -
wasm\core\src\hex.rs                                                                     158               158     0.00%          14                14     0.00%          64                64     0.00%           0                 0         -
wasm\core\src\types.rs                                                                    26                26     0.00%           3                 3     0.00%          12                12     0.00%           0                 0         -
wasm\src\version.rs                                                                        4                 4     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                 163158             55350    66.08%       12087              4842    59.94%       91116             31091    65.88%           0                 0         -
